,Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,prediction
922,922,22,female,2,rent,little,little,1366,9,radio/TV,bad,1
923,923,30,male,2,rent,little,moderate,2002,12,car,good,1
924,924,55,male,2,own,little,little,6872,24,furniture/equipment,bad,1
925,925,46,male,2,own,little,little,697,12,car,bad,1
926,926,21,female,2,rent,little,little,1049,18,furniture/equipment,good,0
927,927,39,male,2,free,little,little,10297,48,car,bad,0
928,928,58,male,2,own,,,1867,30,radio/TV,good,1
929,929,43,male,1,own,little,little,1344,12,car,good,1
930,930,24,male,1,own,little,little,1747,24,furniture/equipment,good,0
931,931,22,female,2,own,little,moderate,1670,9,radio/TV,bad,1
932,932,30,male,2,own,little,,1224,9,car,good,1
933,933,42,male,2,own,quite rich,,522,12,radio/TV,good,1
934,934,23,female,2,own,little,little,1498,12,radio/TV,good,1
935,935,30,male,3,own,moderate,moderate,1919,30,radio/TV,bad,1
936,936,28,female,1,own,little,rich,745,9,radio/TV,bad,1
937,937,30,male,3,rent,little,moderate,2063,6,radio/TV,good,1
938,938,42,male,2,free,little,moderate,6288,60,education,bad,0
939,939,46,male,3,own,,,6842,24,car,good,1
940,940,45,male,3,own,,,3527,12,car,good,1
941,941,31,male,1,own,little,,1546,10,car,good,1
942,942,31,male,2,own,,,929,24,furniture/equipment,good,1
943,943,42,male,1,own,little,,1455,4,car,good,1
944,944,46,female,2,rent,little,little,1845,15,furniture/equipment,good,1
945,945,30,female,2,own,quite rich,moderate,8358,48,car,good,0
946,946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad,1
947,947,38,male,3,own,,,2859,12,car,good,1
948,948,43,male,1,own,little,,1533,18,furniture/equipment,bad,1
949,949,31,male,2,own,moderate,,3621,24,radio/TV,bad,1
950,950,40,male,0,own,little,moderate,3590,18,business,good,1
951,951,24,male,2,own,little,little,2145,36,business,bad,0
952,952,28,female,2,rent,quite rich,moderate,4113,24,car,bad,0
953,953,26,female,3,own,little,,10974,36,furniture/equipment,bad,1
954,954,29,female,2,own,little,little,1893,12,car,good,0
955,955,57,female,3,rent,rich,little,1231,24,radio/TV,good,1
956,956,49,male,1,own,,rich,3656,30,radio/TV,good,1
957,957,37,male,1,own,little,moderate,1154,9,radio/TV,good,1
958,958,45,male,1,own,little,little,4006,28,car,bad,0
959,959,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good,1
960,960,30,male,2,rent,little,,1740,6,radio/TV,good,1
961,961,47,male,2,own,little,moderate,2353,21,car,good,1
962,962,29,male,2,own,,,3556,15,car,good,1
963,963,35,male,2,own,quite rich,,2397,24,radio/TV,bad,1
964,964,22,male,1,own,little,moderate,454,6,repairs,good,1
965,965,26,female,2,own,,moderate,1715,30,radio/TV,good,1
966,966,23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad,1
967,967,54,female,3,rent,little,,3568,15,radio/TV,good,1
968,968,29,male,2,rent,,,7166,42,radio/TV,good,1
969,969,40,male,1,own,little,little,3939,11,car,good,1
970,970,22,male,2,own,moderate,moderate,1514,15,repairs,good,1
971,971,43,male,1,own,little,,7393,24,car,good,1
972,972,29,female,0,rent,little,little,1193,24,car,bad,0
973,973,36,male,2,rent,little,little,7297,60,business,bad,0
974,974,33,female,2,own,little,,2831,30,radio/TV,good,1
975,975,57,female,1,own,quite rich,rich,1258,24,radio/TV,good,1
976,976,64,female,2,own,little,moderate,753,6,radio/TV,good,1
977,977,42,male,2,own,,moderate,2427,18,business,good,1
978,978,47,male,1,own,little,,2538,24,car,bad,1
979,979,25,male,2,rent,moderate,moderate,1264,15,car,bad,1
980,980,49,male,2,own,little,moderate,8386,30,furniture/equipment,bad,1
981,981,33,male,3,rent,little,,4844,48,business,bad,1
982,982,28,female,3,own,moderate,rich,2923,21,car,good,1
983,983,26,male,2,own,little,little,8229,36,car,bad,0
984,984,30,male,1,own,little,,2028,24,furniture/equipment,good,1
985,985,25,female,2,rent,little,little,1433,15,furniture/equipment,good,0
986,986,33,male,2,own,little,rich,6289,42,business,good,1
987,987,64,female,2,own,moderate,,1409,13,radio/TV,good,1
988,988,29,male,3,free,little,little,6579,24,car,good,0
989,989,48,male,1,own,little,moderate,1743,24,radio/TV,good,1
990,990,37,male,1,own,,,3565,12,education,good,1
991,991,34,male,1,own,moderate,,1569,15,radio/TV,good,1
992,992,23,male,1,rent,,little,1936,18,radio/TV,good,1
993,993,30,male,3,own,little,little,3959,36,furniture/equipment,good,0
994,994,50,male,2,own,,,2390,12,car,good,1
995,995,31,female,1,own,little,,1736,12,furniture/equipment,good,1
996,996,40,male,3,own,little,little,3857,30,car,good,0
997,997,38,male,2,own,little,,804,12,radio/TV,good,1
998,998,23,male,2,free,little,little,1845,45,radio/TV,bad,0
999,999,27,male,2,own,moderate,moderate,4576,45,car,good,0
